timestamp,btc_dominance,eth_dominance,score,active_cryptocurrencies,active_market_pairs,active_exchanges,USD_total_market_cap,USD_total_volume24h,USD_total_volume24h_reported,USD_altcoin_volume24h,USD_altcoin_volume24h_reported,USD_altcoin_market_cap,USD_original_score,total_cryptocurrencies,total_exchanges,origin_id
2016-05-25,79.3209,0,1464134400000,NA,NA,NA,8762760192,110814000,0,47968100,0,1812060032,1464134520,NA,NA,NA
2016-05-26,79.4821,0,1464220800000,NA,NA,NA,8817699840,103866000,0,41661300,0,1809200000,1464220920,NA,NA,NA
2016-05-27,79.5061,0,1464307200000,NA,NA,NA,8892409856,110233000,0,47565900,0,1822400000,1464307320,NA,NA,NA
2016-05-28,80.9347,0,1464393600000,NA,NA,NA,9113239552,249115008,0,87602896,0,1737469952,1464393720,NA,NA,NA
2016-05-29,81.9172,0,1464480000000,NA,NA,NA,10042500096,250108000,0,72676896,0,1815949952,1464480120,NA,NA,NA
2016-05-30,80.677,0,1464566400000,NA,NA,NA,10218500096,196424000,0,51205000,0,1974509952,1464566520,NA,NA,NA
2016-05-31,80.4967,0,1464652800000,NA,NA,NA,10354599936,112182000,0,27669100,0,2019490048,1464652920,NA,NA,NA
2016-06-01,79.5353,0,1464739200000,NA,NA,NA,10421399552,198256992,0,63235200,0,2132710016,1464739320,NA,NA,NA
2016-06-02,79.6446,0,1464825600000,NA,NA,NA,10515500032,122548000,0,39849300,0,2140460032,1464825720,NA,NA,NA
2016-06-03,79.8662,0,1464912000000,NA,NA,NA,10511399936,76823800,0,19852100,0,2116349952,1464912120,NA,NA,NA
2016-06-04,80.5351,0,1464998400000,NA,NA,NA,11047499776,157708000,0,39878300,0,2150380032,1464998520,NA,NA,NA
2016-06-05,80.6835,0,1465084800000,NA,NA,NA,11098999808,119633000,0,28185900,0,2143929984,1465084920,NA,NA,NA
2016-06-06,80.5718,0,1465171200000,NA,NA,NA,11142500352,92674000,0,23853500,0,2164780032,1465171320,NA,NA,NA
2016-06-07,80.8738,0,1465257600000,NA,NA,NA,11313399808,88451000,0,21205300,0,2163830016,1465257720,NA,NA,NA
2016-06-08,80.3862,0,1465344000000,NA,NA,NA,11223600128,134367008,0,36915500,0,2201380096,1465344120,NA,NA,NA
2016-06-09,80.4386,0,1465430400000,NA,NA,NA,11316799488,95015504,0,29843800,0,2213730048,1465430520,NA,NA,NA
2016-06-10,80.2368,0,1465516800000,NA,NA,NA,11224200192,74707000,0,19591400,0,2218259968,1465516920,NA,NA,NA
2016-06-11,80.5959,0,1465603200000,NA,NA,NA,11231800320,72142304,0,21764800,0,2179429888,1465603320,NA,NA,NA
2016-06-12,81.133,0,1465689600000,NA,NA,NA,11758300160,87758704,0,21840200,0,2218429952,1465689720,NA,NA,NA
2016-06-13,81.5166,0,1465776000000,NA,NA,NA,12895500288,304660000,0,65803100,0,2383520000,1465776120,NA,NA,NA
2016-06-14,81.1204,0,1465862400000,NA,NA,NA,13595700224,300067008,0,64098300,0,2566820096,1465862520,NA,NA,NA
2016-06-15,79.6942,0,1465948800000,NA,NA,NA,13472199680,286296000,0,104046000,0,2735630080,1465948920,NA,NA,NA
2016-06-16,80.176,0,1466035200000,NA,NA,NA,13606200320,135144992,0,39554800,0,2697299968,1466035320,NA,NA,NA
2016-06-17,80.3139,0,1466121600000,NA,NA,NA,14989800448,338983008,0,70393400,0,2950919936,1466121720,NA,NA,NA
2016-06-18,82.9694,0,1466208000000,NA,NA,NA,14140800000,615500032,0,258684992,0,2408270080,1466208120,NA,NA,NA
2016-06-19,85.4902,0,1466294400000,NA,NA,NA,13872700416,420649984,0,174819008,0,2012899968,1466294520,NA,NA,NA
2016-06-20,84.7814,0,1466380800000,NA,NA,NA,14126499840,226472992,0,95283000,0,2149860096,1466380920,NA,NA,NA
2016-06-21,84.5044,0,1466467200000,NA,NA,NA,13656099840,255612000,0,86143200,0,2116099968,1466467320,NA,NA,NA
2016-06-22,82.7953,0,1466553600000,NA,NA,NA,12615799808,405700992,0,106263000,0,2170510080,1466553720,NA,NA,NA
2016-06-23,81.6561,0,1466640000000,NA,NA,NA,11478899712,406040000,0,141878000,0,2105670016,1466640120,NA,NA,NA
2016-06-24,81.8617,0,1466726400000,NA,NA,NA,11991799808,307464992,0,59636200,0,2175119872,1466726520,NA,NA,NA
2016-06-25,82.1748,0,1466812800000,NA,NA,NA,12707000320,281828000,0,64204300,0,2265039872,1466812920,NA,NA,NA
2016-06-26,82.184,0,1466899200000,NA,NA,NA,12721300480,155906000,0,36361200,0,2266419968,1466899320,NA,NA,NA
2016-06-27,81.6954,0,1466985600000,NA,NA,NA,12097200128,139735008,0,35609400,0,2214340096,1466985720,NA,NA,NA
2016-06-28,81.8947,0,1467072000000,NA,NA,NA,12622000128,149298000,0,29968000,0,2285260032,1467072120,NA,NA,NA
2016-06-29,82.5102,0,1467158400000,NA,NA,NA,12264599552,216432992,0,83145296,0,2145069952,1467158520,NA,NA,NA
2016-06-30,82.1806,0,1467244800000,NA,NA,NA,12249199616,194646000,0,57649900,0,2182729984,1467244920,NA,NA,NA
2016-07-01,82.8235,0,1467331200000,NA,NA,NA,12762800128,175232000,0,40562000,0,2192199936,1467331320,NA,NA,NA
2016-07-02,83.0133,0,1467417600000,NA,NA,NA,12816700416,159047008,0,35979300,0,2177129984,1467417720,NA,NA,NA
2016-07-03,83.5622,0,1467504000000,NA,NA,NA,13266899968,123848000,0,26023300,0,2180790016,1467504120,NA,NA,NA
2016-07-04,83.0203,0,1467590400000,NA,NA,NA,12482100224,147204000,0,27804500,0,2119410048,1467590520,NA,NA,NA
2016-07-05,83.2911,0,1467676800000,NA,NA,NA,12905499648,119119000,0,30809700,0,2156359936,1467676920,NA,NA,NA
2016-07-06,83.8048,0,1467763200000,NA,NA,NA,12589100032,195032992,0,69361800,0,2038829952,1467763320,NA,NA,NA
2016-07-07,83.9065,0,1467849600000,NA,NA,NA,12720600064,163616992,0,33094000,0,2047200000,1467849720,NA,NA,NA
2016-07-08,83.7849,0,1467936000000,NA,NA,NA,12039000064,290512992,0,36735900,0,1952130048,1467936120,NA,NA,NA
2016-07-09,83.2889,0,1468022400000,NA,NA,NA,12599300096,172507008,0,35634600,0,2105479936,1468022520,NA,NA,NA
2016-07-10,83.1689,0,1468108800000,NA,NA,NA,12321099776,207394000,0,32985400,0,2073779968,1468108920,NA,NA,NA
2016-07-11,83.0499,0,1468195200000,NA,NA,NA,12300099584,107946000,0,15277000,0,2084870016,1468195320,NA,NA,NA
2016-07-12,83.0389,0,1468281600000,NA,NA,NA,12299200512,125907000,0,31294400,0,2086089984,1468281720,NA,NA,NA
2016-07-13,82.4036,0,1468368000000,NA,NA,NA,12711199744,153559008,0,32288300,0,2236699904,1468368120,NA,NA,NA
2016-07-14,81.2916,0,1468454400000,NA,NA,NA,12656100352,148978000,0,25157000,0,2367759872,1468454520,NA,NA,NA
2016-07-15,80.9625,0,1468540800000,NA,NA,NA,12830600192,117649000,0,42080100,0,2442619904,1468540920,NA,NA,NA
2016-07-16,80.9786,0,1468627200000,NA,NA,NA,12919100416,109900000,0,42141600,0,2457390080,1468627320,NA,NA,NA
2016-07-17,81.0961,0,1468713600000,NA,NA,NA,12867099648,56266800,0,21105000,0,2432399872,1468713720,NA,NA,NA
2016-07-18,81.7189,0,1468800000000,NA,NA,NA,13114200064,95647000,0,29714900,0,2397420032,1468800120,NA,NA,NA
2016-07-19,82.097,0,1468886400000,NA,NA,NA,12919499776,93398600,0,28835700,0,2312969984,1468886520,NA,NA,NA
2016-07-20,80.8133,0,1468972800000,NA,NA,NA,13127300096,100783000,0,39579800,0,2518690048,1468972920,NA,NA,NA
2016-07-21,80.3033,0,1469059200000,NA,NA,NA,13063400448,166595008,0,76156496,0,2573050112,1469059320,NA,NA,NA
2016-07-22,80.2934,0,1469145600000,NA,NA,NA,13060299776,98464704,0,37972900,0,2573740032,1469145720,NA,NA,NA
2016-07-23,78.8531,0,1469232000000,NA,NA,NA,13016200192,226878000,0,92708496,0,2752519936,1469232120,NA,NA,NA
2016-07-24,79.6424,0,1469318400000,NA,NA,NA,12981199872,114263000,0,43620500,0,2642670080,1469318520,NA,NA,NA
2016-07-25,80.5297,0,1469404800000,NA,NA,NA,12954099712,226192000,0,108008000,0,2522200064,1469404920,NA,NA,NA
2016-07-26,80.0839,0,1469491200000,NA,NA,NA,12888899584,134680000,0,56503900,0,2566949888,1469491320,NA,NA,NA
2016-07-27,80.5512,0,1469577600000,NA,NA,NA,12764399616,442838016,0,217703008,0,2482530048,1469577720,NA,NA,NA
2016-07-28,80.5895,0,1469664000000,NA,NA,NA,12815699968,278750016,0,131289000,0,2487600128,1469664120,NA,NA,NA
2016-07-29,80.5723,0,1469750400000,NA,NA,NA,12831899648,163404000,0,76975104,0,2492930048,1469750520,NA,NA,NA
2016-07-30,80.9035,0,1469836800000,NA,NA,NA,12817899520,106035000,0,45331700,0,2447770112,1469836920,NA,NA,NA
2016-07-31,80.8971,0,1469923200000,NA,NA,NA,12782799872,64892400,0,26436300,0,2441880064,1469923320,NA,NA,NA
2016-08-01,80.5676,0,1470009600000,NA,NA,NA,12238900224,175607008,0,64789500,0,2378319872,1470009720,NA,NA,NA
2016-08-02,80.5155,0,1470096000000,NA,NA,NA,11891300352,204460992,0,84583600,0,2316960000,1470096120,NA,NA,NA
2016-08-03,80.5293,0,1470182400000,NA,NA,NA,10758400000,593628992,0,263934000,0,2094729984,1470182520,NA,NA,NA
2016-08-04,80.0988,0,1470268800000,NA,NA,NA,11166000128,353159008,0,145176992,0,2222180096,1470268920,NA,NA,NA
2016-08-05,79.9066,0,1470355200000,NA,NA,NA,11430500352,220046000,0,94754200,0,2296770048,1470355320,NA,NA,NA
2016-08-06,79.5095,0,1470441600000,NA,NA,NA,11424400384,110994000,0,44866000,0,2340930048,1470441720,NA,NA,NA
2016-08-07,79.7286,0,1470528000000,NA,NA,NA,11646900224,132278000,0,51481100,0,2360999936,1470528120,NA,NA,NA
2016-08-08,80.169,0,1470614400000,NA,NA,NA,11682100224,143080992,0,60682400,0,2316679936,1470614520,NA,NA,NA
2016-08-09,79.9253,0,1470700800000,NA,NA,NA,11685499904,104756000,0,43561600,0,2345819904,1470700920,NA,NA,NA
2016-08-10,79.4446,0,1470787200000,NA,NA,NA,11689900032,168060992,0,79292000,0,2402899968,1470787320,NA,NA,NA
2016-08-11,79.9135,0,1470873600000,NA,NA,NA,11711099904,167422000,0,64517000,0,2352349952,1470873720,NA,NA,NA
2016-08-12,80.0636,0,1470960000000,NA,NA,NA,11624800256,117861000,0,46604100,0,2317570048,1470960120,NA,NA,NA
2016-08-13,79.8232,0,1471046400000,NA,NA,NA,11632600064,113319000,0,47642800,0,2347079936,1471046520,NA,NA,NA
2016-08-14,79.7366,0,1471132800000,NA,NA,NA,11611599872,71017104,0,27454100,0,2352910080,1471132920,NA,NA,NA
2016-08-15,79.6043,0,1471219200000,NA,NA,NA,11332500480,91214200,0,30363100,0,2311350016,1471219320,NA,NA,NA
2016-08-16,79.529,0,1471305600000,NA,NA,NA,11279899648,87250304,0,29988000,0,2309110016,1471305720,NA,NA,NA
2016-08-17,79.8438,0,1471392000000,NA,NA,NA,11444899840,80478000,0,25632400,0,2306850048,1471392120,NA,NA,NA
2016-08-18,79.8821,0,1471478400000,NA,NA,NA,11360199680,78637800,0,27680600,0,2285430016,1471478520,NA,NA,NA
2016-08-19,79.8785,0,1471564800000,NA,NA,NA,11374499840,84673504,0,24776900,0,2288730112,1471564920,NA,NA,NA
2016-08-20,79.8656,0,1471651200000,NA,NA,NA,11412299776,74481000,0,27359000,0,2297799936,1471651320,NA,NA,NA
2016-08-21,79.8005,0,1471737600000,NA,NA,NA,11539000320,63850900,0,22145800,0,2330840064,1471737720,NA,NA,NA
2016-08-22,79.9353,0,1471824000000,NA,NA,NA,11508599808,55112100,0,16812700,0,2309149952,1471824120,NA,NA,NA
2016-08-23,80.0286,0,1471910400000,NA,NA,NA,11604500480,113745000,0,44363800,0,2317590016,1471910520,NA,NA,NA
2016-08-24,80.1759,0,1471996800000,NA,NA,NA,11518199808,146535008,0,61185400,0,2283379968,1471996920,NA,NA,NA
2016-08-25,80.2066,0,1472083200000,NA,NA,NA,11451299840,84729600,0,31967400,0,2266599936,1472083320,NA,NA,NA
2016-08-26,80.1827,0,1472169600000,NA,NA,NA,11407899648,178516000,0,38480300,0,2260740096,1472169720,NA,NA,NA
2016-08-27,80.2446,0,1472256000000,NA,NA,NA,11433799680,75086800,0,29915900,0,2258779904,1472256120,NA,NA,NA
2016-08-28,80.1804,0,1472342400000,NA,NA,NA,11254099968,98941400,0,42562600,0,2230530048,1472342520,NA,NA,NA
2016-08-29,80.0753,0,1472428800000,NA,NA,NA,11354099712,158423008,0,75603200,0,2262269952,1472428920,NA,NA,NA
2016-08-30,79.707,0,1472515200000,NA,NA,NA,11408700416,197234000,0,90654800,0,2315170048,1472515320,NA,NA,NA
2016-08-31,79.7618,0,1472601600000,NA,NA,NA,11471299584,115772000,0,49005500,0,2321580032,1472601720,NA,NA,NA
2016-09-01,79.5692,0,1472688000000,NA,NA,NA,11459600384,207312992,0,53460400,0,2341289984,1472688120,NA,NA,NA
2016-09-02,79.3804,0,1472774400000,NA,NA,NA,11425399808,136452000,0,62884500,0,2355879936,1472774520,NA,NA,NA
2016-09-03,79.1319,0,1472860800000,NA,NA,NA,11525600256,198656992,0,56972400,0,2405179904,1472860920,NA,NA,NA
2016-09-04,79.9479,0,1472947200000,NA,NA,NA,11865700352,262272000,0,106398000,0,2379320064,1472947320,NA,NA,NA
2016-09-05,79.9004,0,1473033600000,NA,NA,NA,12080700416,154328992,0,60031400,0,2428169984,1473033720,NA,NA,NA
2016-09-06,79.7543,0,1473120000000,NA,NA,NA,12054700032,129974000,0,51185700,0,2440560128,1473120120,NA,NA,NA
2016-09-07,80.043,0,1473206400000,NA,NA,NA,12092999680,129581000,0,54534600,0,2413400064,1473206520,NA,NA,NA
2016-09-08,80.2394,0,1473292800000,NA,NA,NA,12145099776,120364000,0,48816700,0,2399940096,1473292920,NA,NA,NA
2016-09-09,80.5841,0,1473379200000,NA,NA,NA,12325000192,135347008,0,52142200,0,2393009920,1473379320,NA,NA,NA
2016-09-10,80.437,0,1473465600000,NA,NA,NA,12281299968,103359000,0,39154400,0,2402589952,1473465720,NA,NA,NA
2016-09-11,80.024,0,1473552000000,NA,NA,NA,12355999744,73700896,0,29465300,0,2468239872,1473552120,NA,NA,NA
2016-09-12,80.2426,0,1473638400000,NA,NA,NA,11999299584,116087000,0,42421700,0,2370749952,1473638520,NA,NA,NA
2016-09-13,79.9788,0,1473724800000,NA,NA,NA,12060600320,107957000,0,38635700,0,2414680064,1473724920,NA,NA,NA
2016-09-14,79.9716,0,1473811200000,NA,NA,NA,12079399936,130141000,0,48372200,0,2419310080,1473811320,NA,NA,NA
2016-09-15,80.0223,0,1473897600000,NA,NA,NA,12107799552,70348800,0,26087500,0,2418860032,1473897720,NA,NA,NA
2016-09-16,79.5918,0,1473984000000,NA,NA,NA,12108099584,99438304,0,43595500,0,2471040000,1473984120,NA,NA,NA
2016-09-17,79.5364,0,1474070400000,NA,NA,NA,12117199872,112198000,0,50784500,0,2479620096,1474070520,NA,NA,NA
2016-09-18,79.4352,0,1474156800000,NA,NA,NA,12115500032,56705600,0,23089500,0,2491520000,1474156920,NA,NA,NA
2016-09-19,79.6676,0,1474243200000,NA,NA,NA,12152899584,89260400,0,40554400,0,2470980096,1474243320,NA,NA,NA
2016-09-20,79.2968,0,1474329600000,NA,NA,NA,12198599680,85705200,0,34247300,0,2525499904,1474329720,NA,NA,NA
2016-09-21,78.4533,0,1474416000000,NA,NA,NA,12216500224,133314000,0,60457700,0,2632260096,1474416120,NA,NA,NA
2016-09-22,78.8736,0,1474502400000,NA,NA,NA,12025900032,127748000,0,52457700,0,2540649984,1474502520,NA,NA,NA
2016-09-23,79.088,0,1474588800000,NA,NA,NA,11972899840,111751000,0,48233500,0,2503770112,1474588920,NA,NA,NA
2016-09-24,79.0542,0,1474675200000,NA,NA,NA,12115099648,74273696,0,26878200,0,2537609984,1474675320,NA,NA,NA
2016-09-25,79.1967,0,1474761600000,NA,NA,NA,12090600448,55835500,0,23927800,0,2515249920,1474761720,NA,NA,NA
2016-09-26,78.8756,0,1474848000000,NA,NA,NA,12102400000,50342200,0,19894800,0,2556559872,1474848120,NA,NA,NA
2016-09-27,79.4056,0,1474934400000,NA,NA,NA,12167400448,88767904,0,33200700,0,2505799936,1474934520,NA,NA,NA
2016-09-28,79.1594,0,1475020800000,NA,NA,NA,12171100160,70395600,0,24577300,0,2536519936,1475020920,NA,NA,NA
2016-09-29,78.8858,0,1475107200000,NA,NA,NA,12190000128,77590704,0,32460200,0,2573809920,1475107320,NA,NA,NA
2016-09-30,79.0179,0,1475193600000,NA,NA,NA,12184899584,80018896,0,28004600,0,2556640000,1475193720,NA,NA,NA
2016-10-01,79.1394,0,1475280000000,NA,NA,NA,12252199936,83884496,0,31312400,0,2555869952,1475280120,NA,NA,NA
2016-10-02,79.6982,0,1475366400000,NA,NA,NA,12247900160,87448096,0,34947500,0,2486530048,1475366520,NA,NA,NA
2016-10-03,79.532,0,1475452800000,NA,NA,NA,12215199744,56122400,0,20502000,0,2500209920,1475452920,NA,NA,NA
2016-10-04,79.4251,0,1475539200000,NA,NA,NA,12254699520,65700000,0,22588300,0,2521400064,1475539320,NA,NA,NA
2016-10-05,79.5862,0,1475625600000,NA,NA,NA,12194700288,71235800,0,24568700,0,2489400064,1475625720,NA,NA,NA
2016-10-06,79.2691,0,1475712000000,NA,NA,NA,12290299904,112519000,0,48061600,0,2547879936,1475712120,NA,NA,NA
2016-10-07,79.4637,0,1475798400000,NA,NA,NA,12264399872,90591000,0,37550800,0,2518650112,1475798520,NA,NA,NA
2016-10-08,79.8398,0,1475884800000,NA,NA,NA,12302300160,89699600,0,29303300,0,2480160000,1475884920,NA,NA,NA
2016-10-09,80.1315,0,1475971200000,NA,NA,NA,12295400448,65402000,0,26822900,0,2442899968,1475971320,NA,NA,NA
2016-10-10,80.0888,0,1476057600000,NA,NA,NA,12256700416,59375100,0,23816200,0,2440460032,1476057720,NA,NA,NA
2016-10-11,80.3575,0,1476144000000,NA,NA,NA,12264800256,103168000,0,38900600,0,2409110016,1476144120,NA,NA,NA
2016-10-12,80.8911,0,1476230400000,NA,NA,NA,12610799616,144547008,0,45233600,0,2409779968,1476230520,NA,NA,NA
2016-10-13,80.8186,0,1476316800000,NA,NA,NA,12528100352,118449000,0,30070800,0,2403079936,1476316920,NA,NA,NA
2016-10-14,80.7098,0,1476403200000,NA,NA,NA,12565499904,85610600,0,27833800,0,2423920128,1476403320,NA,NA,NA
2016-10-15,80.7345,0,1476489600000,NA,NA,NA,12628100096,74992704,0,20702100,0,2432859904,1476489720,NA,NA,NA
2016-10-16,80.9004,0,1476576000000,NA,NA,NA,12579399680,52566100,0,17375100,0,2402619904,1476576120,NA,NA,NA
2016-10-17,80.8896,0,1476662400000,NA,NA,NA,12636099584,55561800,0,18944900,0,2414810112,1476662520,NA,NA,NA
2016-10-18,80.7758,0,1476748800000,NA,NA,NA,12607699968,82007904,0,27695900,0,2423719936,1476748920,NA,NA,NA
2016-10-19,80.3692,0,1476835200000,NA,NA,NA,12647600128,100712000,0,38865400,0,2482840064,1476835320,NA,NA,NA
2016-10-20,80.5142,0,1476921600000,NA,NA,NA,12478199808,96017400,0,30387300,0,2431480064,1476921720,NA,NA,NA
2016-10-21,80.3743,0,1477008000000,NA,NA,NA,12504399872,81748000,0,28590300,0,2454089984,1477008120,NA,NA,NA
2016-10-22,80.3334,0,1477094400000,NA,NA,NA,12558199808,74933696,0,22822600,0,2469760000,1477094520,NA,NA,NA
2016-10-23,80.9527,0,1477180800000,NA,NA,NA,12945399808,101019000,0,26080300,0,2465760000,1477180920,NA,NA,NA
2016-10-24,80.9374,0,1477267200000,NA,NA,NA,12940300288,68805904,0,18558300,0,2466759936,1477267320,NA,NA,NA
2016-10-25,80.9861,0,1477353600000,NA,NA,NA,12871700480,77094896,0,18578600,0,2447419904,1477353720,NA,NA,NA
2016-10-26,81.3817,0,1477440000000,NA,NA,NA,12882499584,124958000,0,38818300,0,2398510080,1477440120,NA,NA,NA
2016-10-27,81.7844,0,1477526400000,NA,NA,NA,13220700160,115474000,0,30552200,0,2408219904,1477526520,NA,NA,NA
2016-10-28,82.2018,0,1477612800000,NA,NA,NA,13345000448,129561000,0,37787400,0,2375180032,1477612920,NA,NA,NA
2016-10-29,82.7749,0,1477699200000,NA,NA,NA,13298199552,113772000,0,36821200,0,2290629888,1477699320,NA,NA,NA
2016-10-30,83.8903,0,1477785600000,NA,NA,NA,13575900160,201996992,0,70181400,0,2187030016,1477785720,NA,NA,NA
2016-10-31,82.9466,0,1477872000000,NA,NA,NA,13511400448,136788000,0,40785200,0,2304140032,1477872120,NA,NA,NA
2016-11-01,83.1748,0,1477958400000,NA,NA,NA,13450800128,129297000,0,36809300,0,2263119872,1477958520,NA,NA,NA
2016-11-02,83.9062,0,1478044800000,NA,NA,NA,13881199616,175840992,0,50772600,0,2234010112,1478044920,NA,NA,NA
2016-11-03,84.0364,0,1478131200000,NA,NA,NA,14094300160,113837000,0,32600400,0,2249949952,1478131320,NA,NA,NA
2016-11-04,83.187,0,1478217600000,NA,NA,NA,13218899968,211012992,0,44008400,0,2222500096,1478217720,NA,NA,NA
2016-11-05,83.1209,0,1478304000000,NA,NA,NA,13507099648,126540000,0,31230400,0,2279879936,1478304120,NA,NA,NA
2016-11-06,82.9111,0,1478390400000,NA,NA,NA,13548300288,70251000,0,20525200,0,2315259904,1478390520,NA,NA,NA
2016-11-07,83.1998,0,1478476800000,NA,NA,NA,13635600384,75006200,0,19419100,0,2290810112,1478476920,NA,NA,NA
2016-11-08,83.1313,0,1478563200000,NA,NA,NA,13501500416,88908600,0,28447700,0,2277540096,1478563320,NA,NA,NA
2016-11-09,83.2566,0,1478649600000,NA,NA,NA,13612099584,107595000,0,32523400,0,2279130112,1478649720,NA,NA,NA
2016-11-10,83.6795,0,1478736000000,NA,NA,NA,13793200128,172436000,0,44852700,0,2251120128,1478736120,NA,NA,NA
2016-11-11,83.5657,0,1478822400000,NA,NA,NA,13674399744,86677600,0,22199700,0,2247300096,1478822520,NA,NA,NA
2016-11-12,83.6585,0,1478908800000,NA,NA,NA,13683800064,82524496,0,23590100,0,2236140032,1478908920,NA,NA,NA
2016-11-13,83.5932,0,1478995200000,NA,NA,NA,13475399680,93616400,0,33318800,0,2210889984,1478995320,NA,NA,NA
2016-11-14,83.4266,0,1479081600000,NA,NA,NA,13442499584,108066000,0,31756600,0,2227879936,1479081720,NA,NA,NA
2016-11-15,83.5408,0,1479168000000,NA,NA,NA,13506499584,78944800,0,20019000,0,2223049984,1479168120,NA,NA,NA
2016-11-16,83.5759,0,1479254400000,NA,NA,NA,13603300352,105565000,0,37957000,0,2234210048,1479254520,NA,NA,NA
2016-11-17,84.4179,0,1479340800000,NA,NA,NA,14109899776,174356992,0,37495800,0,2198609920,1479340920,NA,NA,NA
2016-11-18,84.4708,0,1479427200000,NA,NA,NA,14023799808,128337000,0,24750600,0,2177789952,1479427320,NA,NA,NA
2016-11-19,84.9474,0,1479513600000,NA,NA,NA,14156300288,111038000,0,28384800,0,2130889984,1479513720,NA,NA,NA
2016-11-20,84.8547,0,1479600000000,NA,NA,NA,14174199808,125023000,0,20075100,0,2146720000,1479600120,NA,NA,NA
2016-11-21,84.6703,0,1479686400000,NA,NA,NA,13816999936,169604992,0,19929900,0,2118099968,1479686520,NA,NA,NA
2016-11-22,84.7305,0,1479772800000,NA,NA,NA,13966900224,73458304,0,16935300,0,2132679936,1479772920,NA,NA,NA
2016-11-23,84.7631,0,1479859200000,NA,NA,NA,14191399936,158980992,0,33393300,0,2162330112,1479859320,NA,NA,NA
2016-11-24,84.7682,0,1479945600000,NA,NA,NA,14057700352,94478096,0,22390900,0,2141240064,1479945720,NA,NA,NA
2016-11-25,85.0612,0,1480032000000,NA,NA,NA,13932499968,119350000,0,37634600,0,2081350016,1480032120,NA,NA,NA
2016-11-26,84.9834,0,1480118400000,NA,NA,NA,13966999552,86990000,0,23575600,0,2097360000,1480118520,NA,NA,NA
2016-11-27,84.8833,0,1480204800000,NA,NA,NA,13870499840,65053400,0,14341200,0,2096770048,1480204920,NA,NA,NA
2016-11-28,85.0007,0,1480291200000,NA,NA,NA,13797300224,67785296,0,19369000,0,2069500032,1480291320,NA,NA,NA
2016-11-29,85.2206,0,1480377600000,NA,NA,NA,13835700224,75703696,0,18147300,0,2044850048,1480377720,NA,NA,NA
2016-11-30,85.597,0,1480464000000,NA,NA,NA,13775699968,95553296,0,31161000,0,1984109952,1480464120,NA,NA,NA
2016-12-01,85.4889,0,1480550400000,NA,NA,NA,13977499648,111976000,0,32267400,0,2028290048,1480550520,NA,NA,NA
2016-12-02,85.7514,0,1480636800000,NA,NA,NA,14151100416,98119104,0,22081900,0,2016339968,1480636920,NA,NA,NA
2016-12-03,86.4971,0,1480723200000,NA,NA,NA,14414100480,162223008,0,39249100,0,1946320000,1480723320,NA,NA,NA
2016-12-04,86.2878,0,1480809600000,NA,NA,NA,14328299520,90761400,0,25976200,0,1964720000,1480809720,NA,NA,NA
2016-12-05,86.6794,0,1480896000000,NA,NA,NA,14297600000,77783504,0,21455700,0,1904530048,1480896120,NA,NA,NA
2016-12-06,86.9396,0,1480982400000,NA,NA,NA,13986100224,142860000,0,40999000,0,1826630016,1480982520,NA,NA,NA
2016-12-07,86.3811,0,1481068800000,NA,NA,NA,14180100096,186526000,0,74761104,0,1931170048,1481068920,NA,NA,NA
2016-12-08,86.0215,0,1481155200000,NA,NA,NA,14313299968,132767000,0,40789200,0,2000770048,1481155320,NA,NA,NA
2016-12-09,86.0597,0,1481241600000,NA,NA,NA,14343499776,107275000,0,31947400,0,1999529984,1481241720,NA,NA,NA
2016-12-10,85.9195,0,1481328000000,NA,NA,NA,14425799680,89852096,0,25723800,0,2031219968,1481328120,NA,NA,NA
2016-12-11,86.2633,0,1481414400000,NA,NA,NA,14401999872,67985400,0,19123900,0,1978360064,1481414520,NA,NA,NA
